ÅS∫≈	ÕÍ◊ÍæÆ…Ó	≤π–ƒ∫£∞Œ	∂œøÈ	µÿ≤„√˚≥∆	…∞≤„◊È	∂•…Ó	ÕÍ◊ÍæÆ…Ó
”¢7-1-B5	1535	3129.52	C	N21	K3	885	937
”¢7-1-B5	1535	3129.52	C	N21	K31	937	987
”¢7-1-B5	1535	3129.52	C	N21	K32	987	1034
”¢7-1-B5	1535	3129.52	C	N21	K33	1034	1086
”¢7-1-B5	1535	3129.52	C	N21	K34	1086	1125
”¢7-1-B5	1535	3129.52	C	N21	K35	1125	1133
”¢7-1-B5	1535	3129.52	B	N22	K210	1133	1160
”¢7-1-B5	1535	3129.52	B	N22	K211	1160	1190
”¢7-1-B5	1535	3129.52	B	N22	K212	1190	1249
”¢7-1-B5	1535	3129.52	B	N21	K3	1249	1314
”¢7-1-B5	1535	3129.52	B	N21	K31	1314	1364
”¢7-1-B5	1535	3129.52	B	N21	K32	1364	1416
”¢7-1-B5	1535	3129.52	B	N21	K33	1416	1465
”¢7-1-B5	1535	3129.52	B	N21	K34	1465	1504
”¢7-1-B5	1535	3129.52	B	N21	K35	1504	1535
”¢7-1-B6	1745	3129.52	C	N22	K26	526	568
”¢7-1-B6	1745	3129.52	C	N22	K27	568	614
”¢7-1-B6	1745	3129.52	C	N22	K28	614	674
”¢7-1-B6	1745	3129.52	C	N22	K29	674	725
”¢7-1-B6	1745	3129.52	C	N22	K210	725	794
”¢7-1-B6	1745	3129.52	C	N22	K211	794	830
”¢7-1-B6	1745	3129.52	C	N22	K212	830	884
”¢7-1-B6	1745	3129.52	C	N21	K3	884	938
”¢7-1-B6	1745	3129.52	C	N21	K31	938	988
”¢7-1-B6	1745	3129.52	C	N21	K32	988	1034
”¢7-1-B6	1745	3129.52	C	N21	K33	1034	1090
”¢7-1-B6	1745	3129.52	C	N21	K34	1090	1128
”¢7-1-B6	1745	3129.52	C	N21	K35	1128	1133
”¢7-1-B6	1745	3129.52	B	N21	K210	1133	1164
”¢7-1-B6	1745	3129.52	B	N22	K211	1164	1192
”¢7-1-B6	1745	3129.52	B	N22	K212	1192	1251
”¢7-1-B6	1745	3129.52	B	N21	K3	1251	1316
”¢7-1-B6	1745	3129.52	B	N21	K31	1316	1367
”¢7-1-B6	1745	3129.52	B	N21	K32	1367	1418
”¢7-1-B6	1745	3129.52	B	N21	K33	1418	1466
”¢7-1-B6	1745	3129.52	B	N21	K34	1466	1507
”¢7-1-B6	1745	3129.52	B	N21	K35	1507	1572
”¢7-1-B6	1745	3129.52	B	N21	K36	1572	1652
”¢7-1-B6	1745	3129.52	B	N21	K37	1652	1719
”¢7-1-B6	1745	3129.52	B	N21	K4	1719	1745
”¢7-2-A6	1865	3132.9	C	N22	K26	540	587
”¢7-2-A6	1865	3132.9	C	N22	K27	587	633
”¢7-2-A6	1865	3132.9	C	N22	K28	633	694
”¢7-2-A6	1865	3132.9	C	N22	K29	694	744
”¢7-2-A6	1865	3132.9	C	N22	K210	744	812
”¢7-2-A6	1865	3132.9	C	N22	K211	812	851
”¢7-2-A6	1865	3132.9	C	N22	K212	851	909
”¢7-2-A6	1865	3132.9	C	N21	K3	909	965
”¢7-2-A6	1865	3132.9	C	N21	K31	965	1014
”¢7-2-A6	1865	3132.9	C	N21	K32	1014	1048
”¢7-2-A6	1865	3132.9	B	N22	K29	1048	1104
”¢7-2-A6	1865	3132.9	B	N22	K210	1104	1173
”¢7-2-A6	1865	3132.9	B	N22	K211	1173	1206
”¢7-2-A6	1865	3132.9	B	N22	K212	1206	1265
”¢7-2-A6	1865	3132.9	B	N21	K3	1265	1327
”¢7-2-A6	1865	3132.9	B	N21	K31	1327	1376
”¢7-2-A6	1865	3132.9	B	N21	K32	1376	1424
”¢7-2-A6	1865	3132.9	B	N21	K33	1424	1472
”¢7-2-A6	1865	3132.9	B	N21	K34	1472	1516
”¢7-2-A6	1865	3132.9	B	N21	K35	1516	1580
”¢7-2-A6	1865	3132.9	B	N21	K36	1580	1716
”¢7-2-A6	1865	3132.9	A	N21	K37	1716	1782
”¢7-2-A6	1865	3132.9	A	N21	K4	1782	1852
”¢7-2-A6	1865	3132.9	A	N21	K41	1852	1865
”¢7-2-B2	1210	3132.7	C	N22	K26	543	591
”¢7-2-B2	1210	3132.7	C	N22	K27	591	636
”¢7-2-B2	1210	3132.7	C	N22	K28	636	696
”¢7-2-B2	1210	3132.7	C	N22	K29	696	747
”¢7-2-B2	1210	3132.7	C	N22	K210	747	814
”¢7-2-B2	1210	3132.7	C	N22	K211	814	855
”¢7-2-B2	1210	3132.7	C	N22	K212	855	912
”¢7-2-B2	1210	3132.7	C	N22	K3	912	968
”¢7-2-B2	1210	3132.7	C	N21	K31	968	1028
”¢7-2-B2	1210	3132.7	C	N21	K32	1028	1050
”¢7-2-B2	1210	3132.7	B	N21	K29	1050	1106
”¢7-2-B2	1210	3132.7	B	N22	K210	1106	1174
”¢7-2-B2	1210	3132.7	B	N22	K211	1174	1210
”¢7-2-B4	1410	3127.9	C	N22	K26	543	591
”¢7-2-B4	1410	3127.9	C	N22	K27	591	636
”¢7-2-B4	1410	3127.9	C	N22	K28	636	696
”¢7-2-B4	1410	3127.9	C	N22	K29	696	747
”¢7-2-B4	1410	3127.9	C	N22	K210	747	815
”¢7-2-B4	1410	3127.9	C	N22	K211	815	853
”¢7-2-B4	1410	3127.9	C	N22	K212	853	911
”¢7-2-B4	1410	3127.9	C	N22	K3	911	968
”¢7-2-B4	1410	3127.9	C	N21	K31	968	1016
”¢7-2-B4	1410	3127.9	C	N21	K32	1016	1050
”¢7-2-B4	1410	3127.9	B	N22	K29	1050	1106
”¢7-2-B4	1410	3127.9	B	N22	K210	1106	1175
”¢7-2-B4	1410	3127.9	B	N22	K211	1175	1207
”¢7-2-B4	1410	3127.9	B	N22	K212	1207	1266
”¢7-2-B4	1410	3127.9	B	N22	K3	1266	1328
”¢7-2-B4	1410	3127.9	B	N21	K31	1328	1378
”¢7-2-B4	1410	3127.9	B	N21	K32	1378	1410
”¢7-2-B5	1576	3127.9	C	N22	K26	542	589
”¢7-2-B5	1576	3127.9	C	N22	K27	589	634
”¢7-2-B5	1576	3127.9	C	N22	K28	634	698
”¢7-2-B5	1576	3127.9	C	N22	K29	698	746
”¢7-2-B5	1576	3127.9	C	N22	K210	746	813
”¢7-2-B5	1576	3127.9	C	N22	K211	813	853
”¢7-2-B5	1576	3127.9	C	N22	K212	853	910
”¢7-2-B5	1576	3127.9	C	N22	K3	910	967
”¢7-2-B5	1576	3127.9	C	N21	K31	967	1016
”¢7-2-B5	1576	3127.9	C	N21	K32	1016	1026
”¢7-2-B5	1576	3127.9	C	N21	K28	1026	1048
”¢7-2-B5	1576	3127.9	B	N22	K29	1048	1106
”¢7-2-B5	1576	3127.9	B	N22	K210	1106	1174
”¢7-2-B5	1576	3127.9	B	N22	K211	1174	1204
”¢7-2-B5	1576	3127.9	B	N22	K212	1204	1267
”¢7-2-B5	1576	3127.9	B	N22	K3	1267	1328
”¢7-2-B5	1576	3127.9	B	N21	K31	1328	1377
”¢7-2-B5	1576	3127.9	B	N21	K32	1377	1428
”¢7-2-B5	1576	3127.9	B	N21	K33	1428	1475
”¢7-2-B5	1576	3127.9	B	N21	K34	1475	1519
”¢7-2-B5	1576	3127.9	B	N21	K35	1519	1576
”¢7-3-B5	1570	3172.17	C	N22	K26	567	619
”¢7-3-B5	1570	3172.17	C	N22	K27	619	677
”¢7-3-B5	1570	3172.17	C	N22	K28	677	740
”¢7-3-B5	1570	3172.17	C	N22	K29	740	791
”¢7-3-B5	1570	3172.17	C	N22	K210	791	858
”¢7-3-B5	1570	3172.17	C	N22	K211	858	894
”¢7-3-B5	1570	3172.17	C	N22	K212	894	960
”¢7-3-B5	1570	3172.17	C	N22	K3	960	1024
”¢7-3-B5	1570	3172.17	C	N21	K31	1024	1078
”¢7-3-B5	1570	3172.17	C	N21	K32	1078	1126
”¢7-3-B5	1570	3172.17	C	N21	K33	1126	1168
”¢7-3-B5	1570	3172.17	C	N21	K34	1168	1212
”¢7-3-B5	1570	3172.17	C	N21	K35	1212	1299
”¢7-3-B5	1570	3172.17	B	N21	K31	1299	1357
”¢7-3-B5	1570	3172.17	B	N21	K32	1357	1413
”¢7-3-B5	1570	3172.17	B	N21	K33	1413	1460
”¢7-3-B5	1570	3172.17	B	N21	K34	1460	1508
”¢7-3-B5	1570	3172.17	B	N21	K35	1508	1570
”¢7-3-B6	1755	3172.37	C	N22	K212	885	1115
”¢7-3-B6	1755	3172.37	C	N21	K33	1115	1164
”¢7-3-B6	1755	3172.37	C	N21	K34	1164	1755
”¢7-4-A6	1860	3105.29	C	N22	K26	514	568
”¢7-4-A6	1860	3105.29	C	N22	K27	568	617
”¢7-4-A6	1860	3105.29	C	N22	K28	617	672
”¢7-4-A6	1860	3105.29	C	N22	K29	672	727
”¢7-4-A6	1860	3105.29	C	N22	K210	727	788
”¢7-4-A6	1860	3105.29	C	N22	K211	788	827
”¢7-4-A6	1860	3105.29	C	N22	K212	827	893
”¢7-4-A6	1860	3105.29	C	N21	K3	893	938
”¢7-4-A6	1860	3105.29	B	N22	K27	938	992
”¢7-4-A6	1860	3105.29	B	N22	K28	992	1049
”¢7-4-A6	1860	3105.29	B	N22	K29	1049	1102
”¢7-4-A6	1860	3105.29	B	N22	K210	1102	1166
”¢7-4-A6	1860	3105.29	B	N22	K211	1166	1206
”¢7-4-A6	1860	3105.29	B	N22	K212	1206	1270
”¢7-4-A6	1860	3105.29	B	N21	K3	1270	1326
”¢7-4-A6	1860	3105.29	B	N21	K31	1326	1381
”¢7-4-A6	1860	3105.29	B	N21	K32	1381	1443
”¢7-4-A6	1860	3105.29	A	N21	K32	1443	1493
”¢7-4-A6	1860	3105.29	A	N21	K33	1493	1544
”¢7-4-A6	1860	3105.29	A	N21	K34	1544	1593
”¢7-4-A6	1860	3105.29	A	N21	K35	1593	1655
”¢7-4-A6	1860	3105.29	A	N21	K36	1655	1726
”¢7-4-A6	1860	3105.29	A	N21	K37	1726	1813
”¢7-4-A6	1860	3105.29	A	N21	K4	1813	1860
”¢7-4-B2	1210	3105.49	C	N22	K26	517	573
”¢7-4-B2	1210	3105.49	C	N22	K27	573	619
”¢7-4-B2	1210	3105.49	C	N22	K28	619	673
”¢7-4-B2	1210	3105.49	C	N22	K29	673	729
”¢7-4-B2	1210	3105.49	C	N22	K210	729	790
”¢7-4-B2	1210	3105.49	C	N22	K211	790	833
”¢7-4-B2	1210	3105.49	C	N22	K212	833	899
”¢7-4-B2	1210	3105.49	C	N21	K3	899	947
”¢7-4-B2	1210	3105.49	B	N22	K27	947	994
”¢7-4-B2	1210	3105.49	B	N22	K28	994	1048
”¢7-4-B2	1210	3105.49	B	N22	K29	1048	1101
”¢7-4-B2	1210	3105.49	B	N22	K210	1101	1163
”¢7-4-B2	1210	3105.49	B	N22	K211	1163	1210
”¢7-4-B3	1320	3105.29	C	N22	K26	516	572
”¢7-4-B3	1320	3105.29	C	N22	K27	572	618
”¢7-4-B3	1320	3105.29	C	N22	K28	618	673
”¢7-4-B3	1320	3105.29	C	N22	K29	673	728
”¢7-4-B3	1320	3105.29	C	N22	K210	728	790
”¢7-4-B3	1320	3105.29	C	N22	K211	790	832
”¢7-4-B3	1320	3105.29	C	N22	K212	832	897
”¢7-4-B3	1320	3105.29	C	N21	K3	897	946
”¢7-4-B3	1320	3105.29	B	N22	K27	946	994
”¢7-4-B3	1320	3105.29	B	N22	K28	994	1048
”¢7-4-B3	1320	3105.29	B	N22	K29	1048	1102
”¢7-4-B3	1320	3105.29	B	N22	K210	1102	1164
”¢7-4-B3	1320	3105.29	B	N22	K211	1164	1205
”¢7-4-B3	1320	3105.29	B	N22	K212	1205	1266
”¢7-4-B3	1320	3105.29	B	N21	K3	1266	1320
”¢7-4-B4	1440	3105.49	C	N22	K26	516	570
”¢7-4-B4	1440	3105.49	C	N22	K27	570	617
”¢7-4-B4	1440	3105.49	C	N22	K28	617	673
”¢7-4-B4	1440	3105.49	C	N22	K29	673	728
”¢7-4-B4	1440	3105.49	C	N22	K210	728	791
”¢7-4-B4	1440	3105.49	C	N22	K211	791	832
”¢7-4-B4	1440	3105.49	C	N22	K212	832	896
”¢7-4-B4	1440	3105.49	C	N22	K3	896	939
”¢7-4-B4	1440	3105.49	B	N22	K26	939	946
”¢7-4-B4	1440	3105.49	B	N22	K27	946	992
”¢7-4-B4	1440	3105.49	B	N22	K28	992	1049
”¢7-4-B4	1440	3105.49	B	N22	K29	1049	1102
”¢7-4-B4	1440	3105.49	B	N22	K210	1102	1165
”¢7-4-B4	1440	3105.49	B	N22	K211	1165	1205
”¢7-4-B4	1440	3105.49	B	N22	K212	1205	1267
”¢7-4-B4	1440	3105.49	B	N21	K3	1267	1324
”¢7-4-B4	1440	3105.49	B	N21	K31	1324	1382
”¢7-4-B4	1440	3105	B	N21	K32	1382	1410
”¢7-4-B4	1440	3105	B	N21	K33	1410	1440
”¢7-6-A3	1310	3060.99	C	N22	K26	503	561
”¢7-6-A3	1310	3060.99	C	N22	K27	561	606
”¢7-6-A3	1310	3060.99	C	N22	K28	606	671
”¢7-6-A3	1310	3060.99	C	N22	K29	671	724
”¢7-6-A3	1310	3060.99	C	N22	K210	724	773
”¢7-6-A3	1310	3060.99	B	N22	K29	773	841
”¢7-6-A3	1310	3060.99	B	N22	K26	841	905
”¢7-6-A3	1310	3060.99	B	N22	K27	905	954
”¢7-6-A3	1310	3060.99	B	N22	K28	954	1014
”¢7-6-A3	1310	3060.99	B	N22	K29	1014	1068
”¢7-6-A3	1310	3060.99	B	N22	K210	1068	1134
”¢7-6-A3	1310	3060.99	B	N22	K211	1134	1165
”¢7-6-A3	1310	3060.99	A	N22	K211	1165	1200
”¢7-6-A3	1310	3060.99	A	N22	K212	1200	1282
”¢7-6-A3	1310	3060.99	A	N21	K3	1282	1310
”¢7-6-A4	1450	3060.99	C	N22	K26	500	557
”¢7-6-A4	1450	3060.99	C	N22	K27	557	604
”¢7-6-A4	1450	3060.99	C	N22	K28	604	670
”¢7-6-A4	1450	3060.99	C	N22	K29	670	721
”¢7-6-A4	1450	3060.99	C	N22	K210	721	773
”¢7-6-A4	1450	3060.99	B	N22	K25	773	841
”¢7-6-A4	1450	3060.99	B	N22	K26	841	904
”¢7-6-A4	1450	3060.99	B	N22	K27	904	954
”¢7-6-A4	1450	3060.99	B	N22	K28	954	1013
”¢7-6-A4	1450	3060.99	B	N22	K29	1013	1067
”¢7-6-A4	1450	3060.99	B	N22	K210	1067	1132
”¢7-6-A4	1450	3060.99	B	N22	K211	1132	1165
”¢7-6-A4	1450	3060.99	B	N22	K212	1165	1201
”¢7-6-A4	1450	3060.99	A	N22	K212	1201	1270
”¢7-6-A4	1450	3060.99	A	N21	K3	1270	1337
”¢7-6-A4	1450	3060.99	A	N21	K31	1337	1417
”¢7-6-A4	1450	3060.99	A	N21	K32	1417	1450
”¢7-6-A5	1860	3061.49	C	N22	K26	499	556
”¢7-6-A5	1860	3061.49	C	N22	K27	556	601
”¢7-6-A5	1860	3061.49	C	N22	K28	601	666
”¢7-6-A5	1860	3061.49	C	N22	K29	666	719
”¢7-6-A5	1860	3061.49	C	N22	K210	719	768
”¢7-6-A5	1860	3061.49	B	N22	K25	768	839
”¢7-6-A5	1860	3061.49	B	N22	K26	839	901
”¢7-6-A5	1860	3061.49	B	N22	K27	901	950
”¢7-6-A5	1860	3061.49	B	N22	K28	950	1010
”¢7-6-A5	1860	3061.49	B	N22	K29	1010	1064
”¢7-6-A5	1860	3061.49	B	N22	K210	1064	1129
”¢7-6-A5	1860	3061.49	B	N22	K211	1129	1161
”¢7-6-A5	1860	3061.49	A	N22	K211	1161	1194
”¢7-6-A5	1860	3061.49	A	N22	K212	1194	1264
”¢7-6-A5	1860	3061.49	A	N21	K3	1264	1330
”¢7-6-A5	1860	3061.49	A	N21	K31	1330	1403
”¢7-6-A5	1860	3061.49	A	N21	K32	1403	1461
”¢7-6-A5	1860	3061.49	A	N21	K33	1461	1514
”¢7-6-A5	1860	3061.49	A	N21	K34	1514	1568
”¢7-6-A5	1860	3061.49	A	N21	K35	1568	1637
”¢7-6-A5	1860	3061.49	A	N21	K36	1637	1649
”¢7-6-A5	1860	3061.49	YX	N22	YX	1649	1860
”¢7-6-B1	1045	3060.99	C	N22	K26	505	562
”¢7-6-B1	1045	3060.99	C	N22	K27	562	609
”¢7-6-B1	1045	3060.99	C	N22	K28	609	675
”¢7-6-B1	1045	3060.99	C	N22	K29	675	726
”¢7-6-B1	1045	3060.99	C	N22	K210	726	778
”¢7-6-B1	1045	3060.99	B	N22	K25	778	843
”¢7-6-B1	1045	3060.99	B	N22	K26	843	903
”¢7-6-B1	1045	3060.99	B	N22	K27	903	956
”¢7-6-B1	1045	3060.99	B	N22	K28	956	1016
”¢7-6-B1	1045	3060.99	B	N22	K29	1016	1045
”¢7-6-B2	1165	3060.99	C	N22	K26	504	561
”¢7-6-B2	1165	3060.99	C	N22	K27	561	607
”¢7-6-B2	1165	3060.99	C	N22	K28	607	673
”¢7-6-B2	1165	3060.99	C	N22	K29	673	727
”¢7-6-B2	1165	3060.99	C	N22	K210	727	775
”¢7-6-B2	1165	3060.99	B	N22	K25	775	842
”¢7-6-B2	1165	3060.99	B	N22	K26	842	905
”¢7-6-B2	1165	3060.99	B	N22	K27	905	954
”¢7-6-B2	1165	3060.99	B	N22	K28	954	1015
”¢7-6-B2	1165	3060.99	B	N22	K29	1015	1068
”¢7-6-B2	1165	3060.99	B	N22	K210	1068	1135
”¢7-6-B2	1165	3060.99	B	N22	K211	1135	1165
”¢7-6-B3	1205	3060.99	C	N22	K26	500	560
”¢7-6-B3	1205	3060.99	C	N22	K27	560	606
”¢7-6-B3	1205	3060.99	C	N22	K28	606	675
”¢7-6-B3	1205	3060.99	C	N22	K29	675	725
”¢7-6-B3	1205	3060.99	C	N22	K210	725	774
”¢7-6-B3	1205	3060.99	C	N22	K211	774	842
”¢7-6-B3	1205	3060.99	B	N22	K26	842	905
”¢7-6-B3	1205	3060.99	B	N22	K27	905	954
”¢7-6-B3	1205	3060.99	B	N22	K28	954	1014
”¢7-6-B3	1205	3060.99	B	N22	K29	1014	1068
”¢7-6-B3	1205	3060.99	B	N22	K210	1068	1133
”¢7-6-B3	1205	3060.99	B	N22	K211	1133	1162
”¢7-6-B3	1205	3060.99	A	N22	K212	1162	1205
”¢7-8-A4	1530	3014.58	C	N22	K26	434	488
”¢7-8-A4	1530	3014.58	C	N22	K27	488	538
”¢7-8-A4	1530	3014.58	C	N22	K28	538	588
”¢7-8-A4	1530	3014.58	B	N22	K23	588	626
”¢7-8-A4	1530	3014.58	B	N22	K24	626	746
”¢7-8-A4	1530	3014.58	B	N22	K25	746	802
”¢7-8-A4	1530	3014.58	A	N22	K25	802	864
”¢7-8-A4	1530	3014.58	A	N22	K26	864	918
”¢7-8-A4	1530	3014.58	A	N22	K27	918	960
”¢7-8-A4	1530	3014.58	A	N22	K28	960	1036
”¢7-8-A4	1530	3014.58	A	N22	K29	1036	1091
”¢7-8-A4	1530	3014.58	A	N22	K210	1091	1154
”¢7-8-A4	1530	3014.58	A	N22	K211	1154	1200
”¢7-8-A4	1530	3014.58	A	N22	K212	1200	1271
”¢7-8-A4	1530	3014.58	A	N21	K3	1271	1342
”¢7-8-A4	1530	3014.58	A	N21	K31	1342	1415
”¢7-8-A4	1530	3014.58	A	N21	K32	1415	1472
”¢7-8-A4	1530	3014.58	A	N21	K33	1472	1492
”¢7-8-A4	1530	3014.58	A	N21	K34	1492	1530
”¢9-1-B3	1290	3129.82	C	N22	K26	522	575
”¢9-1-B3	1290	3129.82	C	N22	K27	575	623
”¢9-1-B3	1290	3129.82	C	N22	K28	623	679
”¢9-1-B3	1290	3129.82	C	N22	K29	679	730
”¢9-1-B3	1290	3129.82	C	N22	K210	730	796
”¢9-1-B3	1290	3129.82	C	N22	K211	796	836
”¢9-1-B3	1290	3129.82	C	N22	K212	836	891
”¢9-1-B3	1290	3129.82	C	N21	K3	891	949
”¢9-1-B3	1290	3129.82	C	N21	K31	949	1002
”¢9-1-B3	1290	3129.82	C	N21	K32	1002	1046
”¢9-1-B3	1290	3129.82	C	N21	K33	1046	1098
”¢9-1-B3	1290	3129.82	C	N21	K34	1098	1140
”¢9-1-B3	1290	3129.82	C	N21	K35	1140	1147
”¢9-1-B3	1290	3129.82	B	N21	K210	1147	1163
”¢9-1-B3	1290	3129.82	B	N21	K211	1163	1198
”¢9-1-B3	1290	3129.82	B	N21	K212	1198	1251
”¢9-1-B3	1290	3129.82	B	N21	K3	1251	1290
”¢9-1-B4	1410	3129.82	C	N22	K26	522	570
”¢9-1-B4	1410	3129.82	C	N22	K27	570	623
”¢9-1-B4	1410	3129.82	C	N22	K28	623	679
”¢9-1-B4	1410	3129.82	C	N22	K29	679	730
”¢9-1-B4	1410	3129.82	C	N22	K210	730	796
”¢9-1-B4	1410	3129.82	C	N22	K211	796	836
”¢9-1-B4	1410	3129.82	C	N22	K212	836	891
”¢9-1-B4	1410	3129.82	C	N22	K3	891	950
”¢9-1-B4	1410	3129.82	C	N21	K31	950	1001
”¢9-1-B4	1410	3129.82	C	N21	K32	1001	1048
”¢9-1-B4	1410	3129.82	C	N21	K33	1048	1099
”¢9-1-B4	1410	3129.82	C	N21	K34	1099	1145
”¢9-1-B4	1410	3129.82	C	N21	K35	1145	1154
”¢9-1-B4	1410	3129.82	C	N21	K210	1154	1172
”¢9-1-B4	1410	3129.82	B	N22	K211	1172	1200
”¢9-1-B4	1410	3129.82	B	N22	K212	1200	1257
”¢9-1-B4	1410	3129.82	B	N22	K3	1257	1324
”¢9-1-B4	1410	3129.82	B	N21	K31	1324	1379
”¢9-1-B4	1410	3129.82	B	N21	K32	1379	1410
”¢9-1-B5	1585	3129.82	C	N22	K211	1173	1202
”¢9-1-B5	1585	3129.82	C	N22	K212	1202	1260
”¢9-1-B5	1585	3129.82	C	N22	K3	1260	1326
”¢9-1-B5	1585	3129.82	C	N21	K31	1326	1380
”¢9-1-B5	1585	3129.82	C	N21	K32	1380	1434
”¢9-1-B5	1585	3129.82	C	N21	K33	1434	1463
”¢9-1-B5	1585	3129.82	B	N21	K33	1463	1511
”¢9-1-B5	1585	3129.82	B	N21	K34	1511	1553
”¢9-1-B5	1585	3129.82	B	N21	K35	1553	1585
”¢9-1-B6	1840	3129.82	C	N22	K27	569	622
”¢9-1-B6	1840	3129.82	C	N22	K28	622	679
”¢9-1-B6	1840	3129.82	C	N22	K29	679	730
”¢9-1-B6	1840	3129.82	C	N22	K210	730	797
”¢9-1-B6	1840	3129.82	C	N22	K211	797	835
”¢9-1-B6	1840	3129.82	C	N22	K212	835	892
”¢9-1-B6	1840	3129.82	C	N21	K3	892	949
”¢9-1-B6	1840	3129.82	C	N21	K31	949	1001
”¢9-1-B6	1840	3129.82	C	N21	K32	1001	1049
”¢9-1-B6	1840	3129.82	C	N21	K33	1049	1098
”¢9-1-B6	1840	3129.82	C	N21	K34	1098	1144
”¢9-1-B6	1840	3129.82	C	N21	K35	1144	1153
”¢9-1-B6	1840	3129.82	B	N22	K210	1153	1176
”¢9-1-B6	1840	3129.82	B	N22	K211	1176	1205
”¢9-1-B6	1840	3129.82	B	N22	K212	1205	1266
”¢9-1-B6	1840	3129.82	B	N21	K3	1266	1327
”¢9-1-B6	1840	3129.82	B	N21	K31	1327	1379
”¢9-1-B6	1840	3129.82	B	N21	K32	1379	1433
”¢9-1-B6	1840	3129.82	B	N21	K33	1433	1452
”¢9-1-B6	1840	3129.82	A	N21	K32	1452	1464
”¢9-1-B6	1840	3129.82	A	N21	K33	1464	1511
”¢9-1-B6	1840	3129.82	A	N21	K34	1511	1553
”¢9-1-B6	1840	3129.82	A	N21	K35	1553	1618
”¢9-1-B6	1840	3129.82	A	N21	K36	1618	1700
”¢9-1-B6	1840	3129.82	A	N21	K37	1700	1784
”¢9-1-B6	1840	3129.82	A	N21	K4	1784	1840
”¢9-2-A6	1840	3138.53	C	N22	K26	533	580
”¢9-2-A6	1840	3138.53	C	N22	K27	580	632
”¢9-2-A6	1840	3138.53	C	N22	K28	632	689
”¢9-2-A6	1840	3138.53	C	N22	K29	689	742
”¢9-2-A6	1840	3138.53	C	N22	K210	742	804
”¢9-2-A6	1840	3138.53	C	N22	K211	804	848
”¢9-2-A6	1840	3138.53	C	N22	K212	848	905
”¢9-2-A6	1840	3138.53	C	N21	K3	905	964
”¢9-2-A6	1840	3138.53	C	N21	K31	964	1024
”¢9-2-A6	1840	3138.53	C	N21	K32	1024	1064
”¢9-2-A6	1840	3138.53	B	N22	K29	1064	1118
”¢9-2-A6	1840	3138.53	B	N22	K210	1118	1180
”¢9-2-A6	1840	3138.53	B	N22	K211	1180	1216
”¢9-2-A6	1840	3138.53	B	N22	K212	1216	1278
”¢9-2-A6	1840	3138.53	B	N21	K3	1278	1336
”¢9-2-A6	1840	3138.53	B	N21	K31	1336	1392
”¢9-2-A6	1840	3138.53	B	N21	K32	1392	1440
”¢9-2-A6	1840	3138.53	B	N21	K33	1440	1494
”¢9-2-A6	1840	3138.53	B	N21	K34	1494	1542
”¢9-2-A6	1840	3138.53	B	N21	K35	1542	1608
”¢9-2-A6	1840	3138.53	B	N21	K36	1608	1696
”¢9-2-A6	1840	3138.53	B	N21	K37	1696	1782
”¢9-2-A6	1840	3138.53	B	N21	K4	1782	1840
”¢9-2-B2	1225	3138.53	C	N22	K26	531	584
”¢9-2-B2	1225	3138.53	C	N22	K27	584	635
”¢9-2-B2	1225	3138.53	C	N22	K28	635	691
”¢9-2-B2	1225	3138.53	C	N22	K29	691	743
”¢9-2-B2	1225	3138.53	C	N22	K210	743	808
”¢9-2-B2	1225	3138.53	C	N22	K211	808	850
”¢9-2-B2	1225	3138.53	C	N22	K212	850	906
”¢9-2-B2	1225	3138.53	C	N21	K3	906	965
”¢9-2-B2	1225	3138.53	C	N21	K31	965	1025
”¢9-2-B2	1225	3138.53	C	N21	K32	1025	1034
”¢9-2-B2	1225	3138.53	B	N22	K28	1034	1067
”¢9-2-B2	1225	3138.53	B	N22	K29	1067	1120
”¢9-2-B2	1225	3138.53	B	N22	K210	1120	1179
”¢9-2-B2	1225	3138.53	B	N22	K211	1179	1225
”¢9-2-B3	1315	3138.53	C	N22	K26	535	583
”¢9-2-B3	1315	3138.53	C	N22	K27	583	633
”¢9-2-B3	1315	3138.53	C	N22	K28	633	692
”¢9-2-B3	1315	3138.53	C	N22	K29	692	745
”¢9-2-B3	1315	3138.53	C	N22	K210	745	808
”¢9-2-B3	1315	3138.53	C	N22	K211	808	850
”¢9-2-B3	1315	3138.53	C	N22	K212	850	904
”¢9-2-B3	1315	3138.53	C	N21	K3	904	962
”¢9-2-B3	1315	3138.53	C	N21	K31	962	1024
”¢9-2-B3	1315	3138.53	C	N21	K32	1024	1030
”¢9-2-B3	1315	3138.53	B	N22	K28	1030	1065
”¢9-2-B3	1315	3138.53	B	N22	K29	1065	1117
”¢9-2-B3	1315	3138.53	B	N22	K210	1117	1179
”¢9-2-B3	1315	3138.53	B	N22	K211	1179	1221
”¢9-2-B3	1315	3138.53	B	N22	K212	1221	1283
”¢9-2-B3	1315	3138.53	B	N21	K3	1283	1315
”¢9-2-B4	1425	3138.53	C	N22	K26	534	580
”¢9-2-B4	1425	3138.53	C	N22	K27	580	630
”¢9-2-B4	1425	3138.53	C	N22	K28	630	687
”¢9-2-B4	1425	3138.53	C	N22	K29	687	741
”¢9-2-B4	1425	3138.53	C	N22	K210	741	808
”¢9-2-B4	1425	3138.53	C	N22	K211	808	849
”¢9-2-B4	1425	3138.53	C	N22	K212	849	907
”¢9-2-B4	1425	3138.53	C	N21	K3	907	965
